record_id,term_en,term_de,term_norm_en,term_norm_de,mention_count
CARDIO_000385,ASHD,ASHD,ashd,ashd,1
CARDIO_000386,saturated fats,gesättigte Fette,saturated fats,gesättigte fette,1
CARDIO_000387,treadmill,Laufband,treadmill,laufband,10
CARDIO_000388,C / C / E,C / C / E,c / c / e,c / c / e,2
CARDIO_000389,encephalomalacia,Enzephalomalazie,encephalomalacia,enzephalomalazie,14
CARDIO_000390,territorial infarction,territorialer Infarkt,territorial infarction,territorialer infarkt,2
CARDIO_000391,vascular surgery,Gefäßchirurgie,vascular surgery,gefäßchirurgie,4
CARDIO_000392,CONGESTIVE HEART FAILURE,Herzinsuffizienz,congestive heart failure,herzinsuffizienz,6
CARDIO_000393,ETT,ETT,ett,ett,2
CARDIO_000394,Epi,Epi,epi,epi,2
CARDIO_000395,ETT,ETT,ett,ett,1
CARDIO_000396,T wave alternans,T-Wellen-Alternans,t wave alternans,t-wellen-alternans,1
CARDIO_000397,pulmonary vascular markings,pulmonale Gefäßstrukturen,pulmonary vascular markings,pulmonale gefäßstrukturen,1
CARDIO_000398,NS,NS,ns,ns,2
CARDIO_000399,ST DEPRESSIONS,ST-SENKUNGEN,st depressions,st-senkungen,1
CARDIO_000400,ST depressions,ST-Senkungen,st depressions,st-senkungen,1
CARDIO_000401,Echo,Echo,echo,echo,6
CARDIO_000402,LVEF,LVEF,lvef,lvef,10
CARDIO_000403,LVEF,LVEF,lvef,lvef,10
CARDIO_000404,blood pool images,Bilder des Blutpools,blood pool images,bilder des blutpools,1
CARDIO_000405,rate control,Frequenzkontrolle,rate control,frequenzkontrolle,21
CARDIO_000406,arterial,arteriell,arterial,arteriell,100
CARDIO_000407,epithelial cells,Epithelzellen,epithelial cells,epithelzellen,26
CARDIO_000408,Coreg,Coreg,coreg,coreg,31
CARDIO_000409,CAD,CAD,cad,cad,1
CARDIO_000410,T wave flattening,Abflachung der T-Welle,t wave flattening,abflachung der t-welle,3
CARDIO_000411,AM2,AM2,am2,am2,1
CARDIO_000412,AM3,AM3,am3,am3,1
CARDIO_000413,Diastolic,Diastolisch,diastolic,diastolisch,27
CARDIO_000414,CAC,CAC,cac,cac,1
CARDIO_000415,SVR,SVR,svr,svr,2
CARDIO_000416,marfan syndrome,Marfan-Syndrom,marfan syndrome,marfan-syndrom,1
CARDIO_000417,Labetolol,Labetolol,labetolol,labetolol,3
CARDIO_000418,nibp,nibp,nibp,nibp,1
CARDIO_000419,pitting edema,eindrückbares Ödem,pitting edema,eindrückbares ödem,10
CARDIO_000420,AF,AF,af,af,4
CARDIO_000421,RSR,RSR,rsr,rsr,1
CARDIO_000422,PACs,PACs,pacs,pacs,5
CARDIO_000423,paced,stimulierter,paced,stimulierter,17
CARDIO_000424,VVI,VVI,vvi,vvi,4
CARDIO_000425,vitals,Vitalwerte,vitals,vitalwerte,11
CARDIO_000426,cordis,cordis,cordis,cordis,1
CARDIO_000427,ECTOPY,EKTOPIE,ectopy,ektopie,3
CARDIO_000428,PAC,PAC,pac,pac,1
CARDIO_000429,PVC'S-,PVC'S-,pvc's-,pvc's-,1
CARDIO_000430,PVc,PVc,pvc,pvc,1
CARDIO_000431,QTC,QTC,qtc,qtc,4
CARDIO_000432,clonidine,Clonidin,clonidine,clonidin,35
CARDIO_000433,Csx,Csx,csx,csx,1
CARDIO_000434,EFM,EFM,efm,efm,1
CARDIO_000435,heart failure,Herzinsuffizienz,heart failure,herzinsuffizienz,64
CARDIO_000436,CORONARY,KORONAR,coronary,koronar,12
CARDIO_000437,Coronary,Koronar,coronary,koronar,8
CARDIO_000438,afib,Vorhofflimmern,afib,vorhofflimmern,5
CARDIO_000439,antihypertensives,Blutdrucksenker,antihypertensives,blutdrucksenker,1
CARDIO_000440,beta blocker,Betablocker,beta blocker,betablocker,16
CARDIO_000441,vital signs,Vitalparameter,vital signs,vitalparameter,35
CARDIO_000442,III,III,iii,iii,14
CARDIO_000443,amlodipine,Amlodipin,amlodipine,amlodipin,27
CARDIO_000444,benazapril,Benazepril,benazapril,benazepril,1
CARDIO_000445,flolan,Flolan,flolan,flolan,1
CARDIO_000446,plavix,Plavix,plavix,plavix,8
CARDIO_000447,ecmo,ecmo,ecmo,ecmo,1
CARDIO_000448,hepatopulmonary syndrome,Hepatopulmonales Syndrom,hepatopulmonary syndrome,hepatopulmonales syndrom,1
CARDIO_000449,endothelin receptor antagonist,Endothelin-Rezeptor-Antagonist,endothelin receptor antagonist,endothelin-rezeptor-antagonist,1
CARDIO_000450,pulmonary hypertension,pulmonale Hypertonie,pulmonary hypertension,pulmonale hypertonie,65
CARDIO_000451,RHC,RHC,rhc,rhc,5
CARDIO_000452,pericardial,perikardial,pericardial,perikardial,44
CARDIO_000453,inferior myocardial infarction,inferiorer Myokardinfarkt,inferior myocardial infarction,inferiorer myokardinfarkt,2
CARDIO_000454,splintered complexes,gesplitterte Komplexe,splintered complexes,gesplitterte komplexe,1
CARDIO_000455,microangiopathic,mikroangiopathisch,microangiopathic,mikroangiopathisch,1
CARDIO_000456,ventricular rate,Ventrikelfrequenz,ventricular rate,ventrikelfrequenz,8
CARDIO_000457,embolotherapy,Embolotherapie,embolotherapy,embolotherapie,1
CARDIO_000458,supraventricular tachycardia,supraventrikuläre Tachykardie,supraventricular tachycardia,supraventrikuläre tachykardie,15
CARDIO_000459,lead,Elektrode,lead,elektrode,92
CARDIO_000460,ventricular paced,ventrikulär stimuliert,ventricular paced,ventrikulär stimuliert,1
CARDIO_000461,QRS complexes,QRS-Komplexe,qrs complexes,qrs-komplexe,1
CARDIO_000462,QRS,QRS,qrs,qrs,28
CARDIO_000463,atrial,atrial,atrial,atrial,89
CARDIO_000464,blanking period,Blanking-Periode,blanking period,blanking-periode,1
CARDIO_000465,T wave inversions,T-Wellen-Inversionen,t wave inversions,t-wellen-inversionen,2
CARDIO_000466,V2-V3,V2-V3,v2-v3,v2-v3,1
CARDIO_000467,crack,Crack,crack,crack,15
CARDIO_000468,Co,Co,co,co,2
CARDIO_000469,spironolactone,Spironolacton,spironolactone,spironolacton,8
CARDIO_000470,anasarca,Anasarka,anasarca,anasarka,12
CARDIO_000471,Clonidine,Clonidin,clonidine,clonidin,11
CARDIO_000472,Tachy,Tachy,tachy,tachy,1
CARDIO_000473,costochrondritis,Kostochondritis,costochrondritis,kostochondritis,1
CARDIO_000474,brachiocephalic vein,Vena brachiocephalica,brachiocephalic vein,vena brachiocephalica,6
CARDIO_000475,brachiocephalic,brachiozephal,brachiocephalic,brachiozephal,7
CARDIO_000476,SVC,SVC,svc,svc,17
CARDIO_000477,Cerebrovascular accident,Zerebrovaskulärer Unfall,cerebrovascular accident,zerebrovaskulärer unfall,3
CARDIO_000478,ring,Ring,ring,ring,2
CARDIO_000479,TRV,TRV,trv,trv,1
CARDIO_000480,inotropism,Inotropismus,inotropism,inotropismus,1
CARDIO_000481,3RD DEGREE HEART BLOCK,HERZBLOCK 3. GRADES,3rd degree heart block,herzblock 3. grades,1
CARDIO_000482,NON-ISCHEMIC CARDIOMYOPATHY,NICHT-ISCHÄMISCHE KARDIOMYOPATHIE,non-ischemic cardiomyopathy,nicht-ischämische kardiomyopathie,1
CARDIO_000483,VS,VS,vs,vs,3
CARDIO_000484,VT,VT,vt,vt,8
CARDIO_000485,ARREST,HERZSTILLSTAND,arrest,herzstillstand,4
CARDIO_000486,cordis,cordis,cordis,cordis,1
CARDIO_000487,diagonal,Diagonale,diagonal,diagonale,27
CARDIO_000488,PDA,PDA,pda,pda,4
CARDIO_000489,cardogenic shock,kardiogener Schock,cardogenic shock,kardiogener schock,1
CARDIO_000490,HYDRAZINE,HYDRAZIN,hydrazine,hydrazin,1
CARDIO_000491,Beta-blocker,Betablocker,beta-blocker,betablocker,1
CARDIO_000492,hemodynamically,hämodynamisch,hemodynamically,hämodynamisch,32
CARDIO_000493,midodrin,Midodrin,midodrin,midodrin,1
CARDIO_000494,cardiomyopathy,Kardiomyopathie,cardiomyopathy,kardiomyopathie,17
CARDIO_000495,CARDIAC,KARDIAL,cardiac,kardial,21
CARDIO_000496,AMI,AMI,ami,ami,2
CARDIO_000497,Cardiac enzymes,Herzenzyme,cardiac enzymes,herzenzyme,1
CARDIO_000498,Cardiac Enzymes,Herzenzyme,cardiac enzymes,herzenzyme,1
CARDIO_000499,pacemaker,Herzschrittmacher,pacemaker,herzschrittmacher,3
CARDIO_000500,defibrillator,Defibrillator,defibrillator,defibrillator,26
CARDIO_000501,ventricular,ventrikulär,ventricular,ventrikulär,3
CARDIO_000502,Cardiac catheterization,Herzkatheterisierung,cardiac catheterization,herzkatheterisierung,13
CARDIO_000503,left circumflex artery,linke Circumflex-Arterie,left circumflex artery,linke circumflex-arterie,4
CARDIO_000504,artery,Arterie,artery,arterie,202
CARDIO_000505,CARDIAC CATH,HERZKATHETERISMUS,cardiac cath,herzkatheterismus,1
CARDIO_000506,cardiologist,Kardiologe,cardiologist,kardiologe,22
CARDIO_000507,carotid arteries,Halsschlagadern,carotid arteries,halsschlagadern,18
CARDIO_000508,vss,vss,vss,vss,2
CARDIO_000509,Caduet,Caduet,caduet,caduet,2
CARDIO_000510,Congestive Heart Failure,Herzinsuffizienz,congestive heart failure,herzinsuffizienz,4
CARDIO_000511,etomidate,Etomidat,etomidate,etomidat,12
CARDIO_000512,IVRT,IVRT,ivrt,ivrt,1
CARDIO_000513,aortic stenosis,Aortenstenose,aortic stenosis,aortenstenose,54
CARDIO_000514,valvuloplasty,Valvuloplastie,valvuloplasty,valvuloplastie,5
CARDIO_000515,dCHF,dCHF,dchf,dchf,1
CARDIO_000516,resuscitated,wiederbelebt,resuscitated,wiederbelebt,7
CARDIO_000517,pa,pa,pa,pa,1
CARDIO_000518,ARSA,ARSA,arsa,arsa,1
CARDIO_000519,cardiology,Kardiologie,cardiology,kardiologie,18
CARDIO_000520,BNP,BNP,bnp,bnp,12
CARDIO_000521,Wedge,Wedge,wedge,wedge,1
CARDIO_000522,AFlutter,AFlutter,aflutter,aflutter,1
CARDIO_000523,Balloon angioplasty,Ballonangioplastie,balloon angioplasty,ballonangioplastie,1
CARDIO_000524,Bacterial Endocarditis,Bakterielle Endokarditis,bacterial endocarditis,bakterielle endokarditis,1
CARDIO_000525,A wires,Ein Draht,a wires,ein draht,1
CARDIO_000526,AV fist,AV-Fistel,av fist,av-fistel,1
CARDIO_000527,Autonomic dysfunction,Autonome Dysfunktion,autonomic dysfunction,autonome dysfunktion,1
CARDIO_000528,pacemaker,Herzschrittmacher,pacemaker,herzschrittmacher,125
CARDIO_000529,pseudoaneurysm,Pseudoaneurysma,pseudoaneurysm,pseudoaneurysma,9
CARDIO_000530,cardiogenic shock,kardiogener Schock,cardiogenic shock,kardiogener schock,11
CARDIO_000531,troponins,Troponine,troponins,troponine,17
CARDIO_000532,PAC / PRA,PAC / PRA,pac / pra,pac / pra,1
CARDIO_000533,normetanephrine,Normetanephrin,normetanephrine,normetanephrin,3
CARDIO_000534,ATP,ATP,atp,atp,3
CARDIO_000535,dig,dig,dig,dig,3
CARDIO_000536,II,II,ii,ii,3
CARDIO_000537,AVF,AVF,avf,avf,3
CARDIO_000538,NYHA class 1,NYHA-Klasse 1,nyha class 1,nyha-klasse 1,1
CARDIO_000539,atropine,Atropin,atropine,atropin,17
CARDIO_000540,lad,lad,lad,lad,1
CARDIO_000541,NT - proBNP,NT - proBNP,nt - probnp,nt - probnp,1
CARDIO_000542,DORV,DORV,dorv,dorv,1
CARDIO_000543,STEMI,STEMI,stemi,stemi,4
CARDIO_000544,intracoronary,intrakoronar,intracoronary,intrakoronar,2
CARDIO_000545,Minihep,Minihep,minihep,minihep,1
CARDIO_000546,pulmonary artery,Lungenarterie,pulmonary artery,lungenarterie,54
CARDIO_000547,ARTERIAL,ARTERIE,arterial,arterie,21
CARDIO_000548,Arrest,Herzstillstand,arrest,herzstillstand,1
CARDIO_000549,transvenous pacing,transvenöse Stimulation,transvenous pacing,transvenöse stimulation,1
CARDIO_000550,pericardial effusion,Perikarderguss,pericardial effusion,perikarderguss,43
CARDIO_000551,Milrinone,Milrinon,milrinone,milrinon,5
CARDIO_000552,theophyllin,Theophyllin,theophyllin,theophyllin,1
CARDIO_000553,NVSS,NVSS,nvss,nvss,1
CARDIO_000554,juctional rhythm,Junktionsrhythmus,juctional rhythm,junktionsrhythmus,1
CARDIO_000555,cardiac catheterisation,Herzkatheterisierung,cardiac catheterisation,herzkatheterisierung,1
CARDIO_000556,Type II Mobitz,Mobitz-Typ II,type ii mobitz,mobitz-typ ii,1
CARDIO_000557,Mobitz,Mobitz,mobitz,mobitz,2
CARDIO_000558,CHB,CHB,chb,chb,1
CARDIO_000559,aortic valve,Aortenklappe,aortic valve,aortenklappe,31
CARDIO_000560,endocarditis,Endokarditis,endocarditis,endokarditis,35
CARDIO_000561,TEE,TEE,tee,tee,10
CARDIO_000562,NEC,NEC,nec,nec,1
CARDIO_000563,Delirium tremens,Delirium tremens,delirium tremens,delirium tremens,1
CARDIO_000564,Aortic valve,Aortenklappe,aortic valve,aortenklappe,4
CARDIO_000565,EOA,EOA,eoa,eoa,1
CARDIO_000566,Aortic,Aorten-,aortic,aorten-,6
CARDIO_000567,Aortic aneurysm,Aortenaneurysma,aortic aneurysm,aortenaneurysma,2
CARDIO_000568,TAA,TAA,taa,taa,2
CARDIO_000569,Antipsychotics,Antipsychotika,antipsychotics,antipsychotika,1
CARDIO_000570,culprit,Verursacher,culprit,verursacher,2
CARDIO_000571,congenital heart disease,angeborene Herzerkrankung,congenital heart disease,angeborene herzerkrankung,10
CARDIO_000572,cardiac index,Herzindex,cardiac index,herzindex,17
CARDIO_000573,electrocardiogram,Elektrokardiogramm,electrocardiogram,elektrokardiogramm,12
CARDIO_000574,E / A ratio,E/A-Verhältnis,e / a ratio,e/a-verhältnis,2
CARDIO_000575,AR,AR,ar,ar,4
CARDIO_000576,nonreassuring,nicht beruhigend,nonreassuring,nicht beruhigend,1
CARDIO_000577,Atropine,Atropin,atropine,atropin,4
CARDIO_000578,Pressors,Blutdruckerhöhende Mittel,pressors,blutdruckerhöhende mittel,1
CARDIO_000579,valsartan,Valsartan,valsartan,valsartan,4
CARDIO_000580,pac,pac,pac,pac,1
CARDIO_000581,delerium,Delirium,delerium,delirium,4
CARDIO_000582,Metoprolol,Metoprolol,metoprolol,metoprolol,14
CARDIO_000583,reperfuse,reperfundieren,reperfuse,reperfundieren,1
CARDIO_000584,B-blocker,B-Blocker,b-blocker,b-blocker,1
CARDIO_000585,cardioprotection,Kardioprotektion,cardioprotection,kardioprotektion,1
CARDIO_000586,NST EMI,NST EMI,nst emi,nst emi,1
CARDIO_000587,catheterization,Katheterisierung,catheterization,katheterisierung,5
CARDIO_000588,RVF,RVF,rvf,rvf,1
CARDIO_000589,PDE inhibitor,PDE-Hemmer,pde inhibitor,pde-hemmer,1
CARDIO_000590,viscous lidocaine,viskoses Lidocain,viscous lidocaine,viskoses lidocain,3
CARDIO_000591,pulse,Puls,pulse,puls,87
CARDIO_000592,Captopril,Captopril,captopril,captopril,3
CARDIO_000593,V FIB,V FIB,v fib,v fib,1
CARDIO_000594,epinephrine,Adrenalin,epinephrine,adrenalin,11
CARDIO_000595,esmolol,Esmolol,esmolol,esmolol,4
CARDIO_000596,mech valve-,mechanische Herzklappe–,mech valve-,mechanische herzklappe–,1
CARDIO_000597,A-line,A-Linie,a-line,a-linie,3
CARDIO_000598,LIMA,LIMA,lima,lima,7
CARDIO_000599,delirium tremens,Delirium tremens,delirium tremens,delirium tremens,5
CARDIO_000600,AF,AF,af,af,4
CARDIO_000601,AB,AB,ab,ab,1
CARDIO_000602,propanalol,Propanalol,propanalol,propanalol,1
CARDIO_000603,halter monitor,Halter-Monitor,halter monitor,halter-monitor,1
CARDIO_000604,lax,lax,lax,lax,1
CARDIO_000605,cardiac pacemakers,Herzschrittmacher,cardiac pacemakers,herzschrittmacher,1
CARDIO_000606,degenerative changes,degenerative Veränderungen,degenerative changes,degenerative veränderungen,26
CARDIO_000607,lignocaine,Lignocain,lignocaine,lignocain,1
CARDIO_000608,Cath Lab,Katheterlabor,cath lab,katheterlabor,1
CARDIO_000609,intra-aortic balloon pump,intraaortale Ballonpumpe,intra-aortic balloon pump,intraaortale ballonpumpe,2
CARDIO_000610,P wave,P-Welle,p wave,p-welle,3
CARDIO_000611,QRS complex,QRS-Komplex,qrs complex,qrs-komplex,5
CARDIO_000612,left axis deviation,Linksachsenabweichung,left axis deviation,linksachsenabweichung,4
CARDIO_000613,bundle-branch block,Schenkelblock,bundle-branch block,schenkelblock,3
CARDIO_000614,morphology,Morphologie,morphology,morphologie,5
CARDIO_000615,left atrium,linker Vorhof,left atrium,linker vorhof,12
CARDIO_000616,ST changes,ST-Veränderungen,st changes,st-veränderungen,4
CARDIO_000617,JVP,JVP,jvp,jvp,4
CARDIO_000618,VPBs,VPBs,vpbs,vpbs,1
CARDIO_000619,amiodaron,Amiodaron,amiodaron,amiodaron,1
CARDIO_000620,v,v,v,v,1
CARDIO_000621,hypercholesterolemia,Hypercholesterinämie,hypercholesterolemia,hypercholesterinämie,36
CARDIO_000622,qt,qt,qt,qt,1
CARDIO_000623,HLHS,HLHS,hlhs,hlhs,1
CARDIO_000624,VASCULAR SURGERY,GEFÄSSCHIRURGIE,vascular surgery,gefässchirurgie,5
CARDIO_000625,claudications,Claudicatio,claudications,claudicatio,1
CARDIO_000626,cardiologists,Kardiologen,cardiologists,kardiologen,2
CARDIO_000627,subclavian arteries,Arteria subclavia,subclavian arteries,arteria subclavia,1
CARDIO_000628,preeclampsia,Präeklampsie,preeclampsia,präeklampsie,1
CARDIO_000629,Diphtheroid,Diphtheroid,diphtheroid,diphtheroid,1
CARDIO_000630,plaque,Plaque,plaque,plaque,14
CARDIO_000631,clinidine,Klinidin,clinidine,klinidin,1
CARDIO_000632,spontaneously,spontan,spontaneously,spontan,15
CARDIO_000633,pvcs,pvcs,pvcs,pvcs,1
CARDIO_000634,ecg,ecg,ecg,ecg,1
CARDIO_000635,D2,D2,d2,d2,2
CARDIO_000636,carotid artery,Halsschlagader,carotid artery,halsschlagader,22
CARDIO_000637,Acute respiratory failure,Akutes Atemversagen,acute respiratory failure,akutes atemversagen,4
CARDIO_000638,VTs,ventrikuläre Tachykardien,vts,ventrikuläre tachykardien,1
CARDIO_000639,Nicardipine,Nicardipin,nicardipine,nicardipin,1
CARDIO_000640,metropolol,Metoprolol,metropolol,metoprolol,1
CARDIO_000641,Beta blockers,Betablocker,beta blockers,betablocker,2
CARDIO_000642,Nipride,Nipride,nipride,nipride,1
CARDIO_000643,coronary,koronar,coronary,koronar,94
CARDIO_000644,hydralazine,Hydralazin,hydralazine,hydralazin,29
CARDIO_000645,V pace,V-Pace,v pace,v-pace,1
CARDIO_000646,Bi ventricular pacing,Biventrikuläre Stimulation,bi ventricular pacing,biventrikuläre stimulation,1
CARDIO_000647,current,Strom,current,strom,1
CARDIO_000648,ephedrine,Ephedrin,ephedrine,ephedrin,1
CARDIO_000649,ACS,ACS,acs,acs,6
CARDIO_000650,anterior tibial artery,vordere Tibialarterie,anterior tibial artery,vordere tibialarterie,11
CARDIO_000651,Acetylcholine Estrace inhibitor,Acetylcholin-Estrace-Hemmer,acetylcholine estrace inhibitor,acetylcholin-estrace-hemmer,1
CARDIO_000652,ACE,ACE,ace,ace,2
CARDIO_000653,Clonidin,Clonidin,clonidin,clonidin,1
CARDIO_000654,BUNDLE SWITCHES,BÜNDELÜBERGÄNGE,bundle switches,bündelübergänge,1
CARDIO_000655,a-line,a-Linie,a-line,a-linie,1
CARDIO_000656,SUBCLAVIAN,SUBCLAVIAN,subclavian,subclavian,1
CARDIO_000657,Central line,Zentralvenenkatheter,central line,zentralvenenkatheter,1
CARDIO_000658,Electrophysiology,Elektrophysiologie,electrophysiology,elektrophysiologie,4
CARDIO_000659,permanent pacemaker,permanenter Herzschrittmacher,permanent pacemaker,permanenter herzschrittmacher,1
CARDIO_000660,A / B,A / B,a / b,a / b,1
CARDIO_000661,^^bp,^^bp,^^bp,^^bp,1
CARDIO_000662,Lindane,Lindan,lindane,lindan,1
CARDIO_000663,SPET,SPET,spet,spet,1
CARDIO_000664,Quincke pulsations,Quincke-Pulsationen,quincke pulsations,quincke-pulsationen,1
CARDIO_000665,WAVEFORM,WELLENFORM,waveform,wellenform,1
CARDIO_000666,c / c / e,c / c / e,c / c / e,c / c / e,1
CARDIO_000667,BDS,BDS,bds,bds,1
CARDIO_000668,NT,NT,nt,nt,3
CARDIO_000669,cva,cva,cva,cva,1
CARDIO_000670,amd,amd,amd,amd,1
CARDIO_000671,janeaway lesions,janeaway-Läsionen,janeaway lesions,janeaway-läsionen,1
CARDIO_000672,delta waves,Delta-Wellen,delta waves,delta-wellen,2
CARDIO_000673,A / B,A / B,a / b,a / b,1
CARDIO_000674,COA,COA,coa,coa,1
CARDIO_000675,VF,VF,vf,vf,4
CARDIO_000676,ADHF,ADHF,adhf,adhf,1
CARDIO_000677,superior mesenteric artery,Arteria mesenterica superior,superior mesenteric artery,arteria mesenterica superior,8
CARDIO_000678,subclavian artery,Arteria subclavia,subclavian artery,arteria subclavia,4
CARDIO_000679,leukomalacia,Leukomalazie,leukomalacia,leukomalazie,1
CARDIO_000680,PDA,PDA,pda,pda,3
CARDIO_000681,femoral vein,Femoralvene,femoral vein,femoralvene,24
CARDIO_000682,Cordis,Cordis,cordis,cordis,2
CARDIO_000683,map,map,map,map,1
CARDIO_000684,diastolic CHF,diastolische Herzinsuffizienz,diastolic chf,diastolische herzinsuffizienz,1
CARDIO_000685,ptca,ptca,ptca,ptca,1
CARDIO_000686,NIDD,NIDD,nidd,nidd,1
CARDIO_000687,NIDD,NIDD,nidd,nidd,1
CARDIO_000688,unstable angina,instabile Angina,unstable angina,instabile angina,9
CARDIO_000689,catherterization,Katheterisierung,catherterization,katheterisierung,1
CARDIO_000690,valve replacement,Klappenersatz,valve replacement,klappenersatz,7
CARDIO_000691,Atorvastatin,Atorvastatin,atorvastatin,atorvastatin,4
CARDIO_000692,ASD,ASD,asd,asd,3
CARDIO_000693,VSD,VSD,vsd,vsd,1
CARDIO_000694,PVR,PVR,pvr,pvr,1
CARDIO_000695,TV,TV,tv,tv,1
CARDIO_000696,MVR,MVR,mvr,mvr,2
CARDIO_000697,hypertropic obstructive cardiomyopathy,hypertrophe obstruktive Kardiomyopathie,hypertropic obstructive cardiomyopathy,hypertrophe obstruktive kardiomyopathie,1
CARDIO_000698,PERICARDITIS,Perikarditis,pericarditis,perikarditis,2
CARDIO_000699,HYPOTENSION,HYPOTONIE,hypotension,hypotonie,5
CARDIO_000700,PERICARDIAL,PERIKARDIAL,pericardial,perikardial,4
CARDIO_000701,Mitral valve,Mitralklappe,mitral valve,mitralklappe,5
CARDIO_000702,valve repair,Klappenreparatur,valve repair,klappenreparatur,23
CARDIO_000703,AFIB,Vorhofflimmern,afib,vorhofflimmern,1
CARDIO_000704,Troponin,Troponin,troponin,troponin,15
CARDIO_000705,F,F,f,f,1
CARDIO_000706,V4,V4,v4,v4,8
CARDIO_000707,V5,V5,v5,v5,5
CARDIO_000708,V6,V6,v6,v6,9
CARDIO_000709,beats per minute,Schläge pro Minute,beats per minute,schläge pro minute,25
CARDIO_000710,right heart failure,Rechtsherzinsuffizienz,right heart failure,rechtsherzinsuffizienz,2
CARDIO_000711,Prinzmetal 's angina,Prinzmetal-Angina,prinzmetal 's angina,prinzmetal-angina,2
CARDIO_000712,cardiac arrest,Herzstillstand,cardiac arrest,herzstillstand,26
CARDIO_000713,systolic CHF,systolische Herzinsuffizienz,systolic chf,systolische herzinsuffizienz,1
CARDIO_000714,LM,LM,lm,lm,2
CARDIO_000715,LCX,LCX,lcx,lcx,1
CARDIO_000716,BRIDE COLLATERALS,BRIDE-KOLLATERALE,bride collaterals,bride-kollaterale,1
CARDIO_000717,systolic pressure,systolischer Druck,systolic pressure,systolischer druck,9
CARDIO_000718,nifedipien,Nifedipin,nifedipien,nifedipin,1
CARDIO_000719,blackout,Blackout,blackout,blackout,3
CARDIO_000720,Lindau,Lindau,lindau,lindau,1
CARDIO_000721,TAs,TAs,tas,tas,1
CARDIO_000722,PLV,PLV,plv,plv,1
