record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_001026	5	ECMO	ECMO	ECMO	Application of a life support system that circulates the blood through an oxygenating system, which may consist of a pump, a membrane oxygenator, and a heat exchanger. Examples of its use are to assist victims of SMOKE INHALATION INJURY; RESPIRATORY FAILURE; and CARDIAC FAILURE.	A machine that helps a patient breathe when their heart and lungs are not functioning properly.	Ein Gerät, das einem Patienten beim Atmen hilft, wenn sein Herz und seine Lunge nicht richtig funktionieren.
CARDIO_001027	2	vasotec	vasotec	Vasotec	vasotec	Vasotec is a medicine that helps improve blood circulation and reduces high blood pressure.	Vasotec ist ein Arzneimittel, das die Durchblutung verbessert und Bluthochdruck senkt.
CARDIO_001028	1	Vascular disease	Gefäßerkrankungen	Gefäßerkrankung	Pathological processes involving any of the BLOOD VESSELS in the cardiac or peripheral circulation. They include diseases of ARTERIES; VEINS; and rest of the vasculature system in the body.	A problem that affects the blood vessels.	Eine Erkrankung, die die Blutgefäße betrifft.
CARDIO_001029	14	coronary arteries	Koronararterien	Koronararterien	A principal artery that originates in the aorta. It supplies blood to the muscular tissue of the heart.	Arteries that deliver blood to the heart.	Arterien, die das Herz mit Blut versorgen.
CARDIO_001030	6	coronary artery .	Koronararterie.	Koronararterie .	A principal artery that originates in the aorta. It supplies blood to the muscular tissue of the heart. .	A blood vessel that carries blood from the heart to the rest of the body.	Ein Blutgefäß, das Blut vom Herzen in den restlichen Körper transportiert.
CARDIO_001031	3	Valve	Ventil	Klappe	A mechanical device designed to control the flow of a fluid.	Valves are like little flaps that control how blood moves around your heart and body.	Herzklappen sind wie kleine Klappen, die den Blutfluss im Herzen und im Körper steuern.
CARDIO_001032	41	femoral artery	Oberschenkelarterie	Oberschenkelarterie	The main artery of the thigh, a continuation of the external iliac artery.	A big blood vessel in the thigh that takes blood from the heart to the leg.	Ein großes Blutgefäß im Oberschenkel, das Blut vom Herzen zum Bein transportiert.
CARDIO_001033	2	PT	PT	PT	part of the brain	An artery in the foot that can indicate artery disease when its pulse is felt near the ankle.	Eine Arterie im Fuß, deren Puls in der Nähe des Knöchels ertastet werden kann und die auf eine Arterienerkrankung hindeuten kann.
CARDIO_001034	19	iliac	iliakal	iliac	Either of two large arteries originating from the abdominal aorta; they supply blood to the pelvis, abdominal wall and legs.	The iliac artery is a big blood vessel that gives blood to your pelvis and legs.	Die Beckenarterie ist ein großes Blutgefäß, das das Becken und die Beine mit Blut versorgt.
CARDIO_001035	4	posterior annulus	hinterer Ring	posteriorer Annulus	The portion of the mitral valve annulus that attaches to the posterior mitral valve leaflet.	The back part of the body or an organ.	Der hintere Teil des Körpers oder eines Organs.
CARDIO_001036	22	radial artery	Radialarterie	Radialarterie	The direct continuation of the brachial trunk, originating at the bifurcation of the brachial artery opposite the neck of the radius. Its branches may be divided into three groups corresponding to the three regions in which the vessel is situated, the forearm, wrist, and hand.	The main blood vessel in the forearm that carries blood to the hand and has a pulse that can be felt at the wrist.	Das Hauptblutgefäß im Unterarm, das die Hand mit Blut versorgt und dessen Puls am Handgelenk zu spüren ist.
CARDIO_001037	7	strip	Streifen	Streifen	<p>A continuous strip of plastic sectioned into individual pouches, each one containing the quantity of 1 or more medications intended to be administered at a specific time</p>	The strip shows the heart rhythms from an EKG study.	Der Streifen zeigt die Herzrhythmen aus einer EKG-Untersuchung.
CARDIO_001038	1	supra - anularly	supra – ringförmig	supra – anular	In a place or position that is higher. - anularly	Above the base of a heart valve.	Oberhalb der Basis einer Herzklappe.
CARDIO_001039	2	ACEI	ACEI	ACEI	ACEI	A drug that helps reduce high blood pressure.	Ein Medikament, das hilft, hohen Blutdruck zu senken.
CARDIO_001040	3	vascular dementia	vaskuläre Demenz	vaskuläre Demenz	An imprecise term referring to dementia associated with CEREBROVASCULAR DISORDERS, including CEREBRAL INFARCTION (single or multiple), and conditions associated with chronic BRAIN ISCHEMIA. Diffuse, cortical, and subcortical subtypes have been described. (From Gerontol Geriatr 1998 Feb;31(1):36-44)	Vascular dementia is a type of memory loss caused by brain damage from a stroke.	Die vaskuläre Demenz ist eine Form des Gedächtnisverlusts, die durch eine Hirnschädigung infolge eines Schlaganfalls verursacht wird.
CARDIO_001041	11	sick sinus syndrome	Sinus-Syndrom	Sick-Sinus-Syndrom	A condition caused by dysfunctions related to the SINOATRIAL NODE including impulse generation (CARDIAC SINUS ARREST) and impulse conduction (SINOATRIAL EXIT BLOCK). It is characterized by persistent BRADYCARDIA, chronic ATRIAL FIBRILLATION, and failure to resume sinus rhythm following CARDIOVERSION. This syndrome can be congenital or acquired, particularly after surgical correction for heart defects.	The heart's natural pacemaker malfunctions, leading to irregular heartbeats in sick sinus syndrome.	Beim Sick-Sinus-Syndrom kommt es zu einer Fehlfunktion des natürlichen Herzschrittmachers, was zu Herzrhythmusstörungen führt.
CARDIO_001042	9	MRIs	MRT-Untersuchungen	MRT-Untersuchungen	A type of imaging technique used primarily in the field of cardiology. By coordinating the fast gradient-echo MRI sequence with retrospective ECG-gating, numerous short time frames evenly spaced in the cardiac cycle are produced. These images are laced together in a cinematic display so that wall motion of the ventricles, valve motion, and blood flow patterns in the heart and great vessels can be visualized.	MRIs are a scan that takes pictures inside your body.	Bei einer MRT handelt es sich um eine Untersuchung, bei der Aufnahmen vom Inneren Ihres Körpers gemacht werden.
CARDIO_001043	5	panic attack	Panikattacke	Panikattacke	An episode of intense fear accompanied by symptoms such as heart palpitations, sweating and chills or hot flushes, a sensation of dyspnea, chest pain, abdominal distress, depersonalization, fear of going crazy, and fear of dying.	A sudden overwhelming feeling of fear or panic with severe physical symptoms for no clear reason.	Ein plötzliches, überwältigendes Gefühl von Angst oder Panik mit starken körperlichen Symptomen ohne erkennbaren Grund.
CARDIO_001044	2	UNSTABLE ANGINA	INSTABILE ANGINA	INSTABILE ANGINA	Angina pectoris which has not recently changed in frequency, duration or intensity. Stable angina pectoris is relieved by rest or administration or oral, sublingual or transdermal antianginal medications.	Worsening chest pain that doesn't go away with rest or usual treatment and could be a sign of a heart attack.	Zunehmende Brustschmerzen, die weder durch Ruhe noch durch die übliche Behandlung nachlassen und ein Anzeichen für einen Herzinfarkt sein könnten.
CARDIO_001045	2	ANGINA PECTORIS	ANGINA PECTORIS	ANGINA PECTORIS	The symptom of paroxysmal pain consequent to MYOCARDIAL ISCHEMIA usually of distinctive character, location and radiation. It is thought to be provoked by a transient stressful situation during which the oxygen requirements of the MYOCARDIUM exceed that supplied by the CORONARY CIRCULATION. PECTORIS	Angina is chest pain caused by not enough blood reaching the heart, commonly worsening during physical activity.	Angina pectoris ist ein Brustschmerz, der dadurch verursacht wird, dass das Herz nicht ausreichend durchblutet wird, und der sich häufig bei körperlicher Anstrengung verschlimmert.
CARDIO_001046	3	intra - arterial	intraarteriell	intra – arteriell	intra - Within an artery (blood vessel that carries blood from the heart to tissues and organs in the body).	Within a blood vessel.	In einem Blutgefäß.
CARDIO_001047	4	CIRCULATION	AUFLAGE	KREISLAUF	The movement of the BLOOD as it is pumped through the CARDIOVASCULAR SYSTEM.	Blood flowing through your body.	Das Blut, das durch deinen Körper fließt.
CARDIO_001048	1	monitors	Monitore	Monitore	In medicine, to regularly watch and check a person or condition to see if there is any change. Also refers to a device that records and/or displays patient data, such as for an electrocardiogram (EKG).	Keep an eye on a person to see how they're progressing.	Behalte eine Person im Auge, um zu sehen, wie sie vorankommt.
CARDIO_001049	41	ventricular tachycardia	Kammertachykardie	Ventrikuläre Tachykardie	An abnormally rapid ventricular rhythm usually in excess of 150 beats per minute. It is generated within the ventricle below the BUNDLE OF HIS, either as autonomic impulse formation or reentrant impulse conduction. Depending on the etiology, onset of ventricular tachycardia can be paroxysmal (sudden) or nonparoxysmal, its wide QRS complexes can be uniform or polymorphic, and the ventricular beating may be independent of the atrial beating (AV dissociation).	An erratic heart rhythm where the lower chambers contract too quickly to effectively pump blood.	Ein unregelmäßiger Herzrhythmus, bei dem sich die unteren Herzkammern zu schnell zusammenziehen, um das Blut effektiv zu pumpen.
CARDIO_001050	1	CARDIAC PORTION OF THE	HERZBEZOGENER TEIL DER	HERZABTEIL DES	The hollow, muscular organ that maintains the circulation of the blood. PORTION OF THE	The part of the tube that lets food into the stomach.	Der Teil des Verdauungstrakts, über den die Nahrung in den Magen gelangt.
CARDIO_001051	2	bacterial endocarditis	bakterielle Endokarditis	Bakterielle Endokarditis	Inflammation of the inner lining of the heart (ENDOCARDIUM), the continuous membrane lining the four chambers and HEART VALVES. It is often caused by microorganisms including bacteria, viruses, fungi, and rickettsiae. Left untreated, endocarditis can damage heart valves and become life-threatening.	A bacterial infection in the heart valve.	Eine bakterielle Infektion der Herzklappe.
CARDIO_001052	2	renovascular	renovaskulär	renovaskulär	A kidney disorder that results from the damage of the renal arteries or veins. It may lead to renal dysfunction and/or hypertension.	The blood system in the kidney.	Das Blutkreislaufsystem in der Niere.
CARDIO_001053	2	simvastatin	Simvastatin	Simvastatin	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a simvastatin stimulus. Simvastatin is a statin used as a cholesterol-lowering and anti-cardiovascular disease drug. [GO_REF:0000071, GOC:sl, GOC:TermGenie, PMID:23100282]	A pill that helps reduce high levels of fat in your blood.	Eine Tablette, die dabei hilft, einen hohen Fettgehalt im Blut zu senken.
CARDIO_001054	3	ENCEPHALOMALACIA	ENCEPHALOMALAZIE	ENCEPHALOMALACIE	Softening or loss of brain tissue following CEREBRAL INFARCTION; cerebral ischemia (see BRAIN ISCHEMIA), infection, CRANIOCEREBRAL TRAUMA, or other injury. The term is often used during gross pathologic inspection to describe blurred cortical margins and decreased consistency of brain tissue following infarction. Multicystic encephalomalacia refers to the formation of multiple cystic cavities of various sizes in the cerebral cortex of neonates and infants following injury, most notably perinatal hypoxia-ischemic events. (From Davis et al., Textbook of Neuropathology, 2nd ed, p665; J Neuropathol Exp Neurol, 1995 Mar;54(2):268-75)	Brain tissue getting soft or damaged after injury or illness.	Gehirngewebe, das nach einer Verletzung oder Erkrankung weich wird oder geschädigt ist.
CARDIO_001055	1	femoral veins	Oberschenkelvenen	Oberschenkelvenen	The vein accompanying the femoral artery in the same sheath; it is a continuation of the popliteal vein and becomes the external iliac vein.	Veins in the legs that bring blood back to the heart.	Venen in den Beinen, die das Blut zum Herzen zurücktransportieren.
